報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
2450,神腦,221.0329,母公司新店總公司共11處辦公室,ISO 14064,347.9377,母公司新店總公司共11處辦公室,ISO 14064,158.7924,母公司新店總公司共11處辦公室,ISO 14064,1.64,人                                                                                                                                                                                                      
2451,創見,37.721,僅母公司,,3953.752,僅母公司,,無，無統計相關數據,,,0.28,百萬營業額                                                                                                                                                                                              
2453,凌群,無，本公司無生產製程，故無製程排放源。,,,1132,母公司,,無，無統計相關數據,,,0.2029,百萬營業額                                                                                                                                                                                              
2454,聯發科,5326,僅母公司,,61992,僅母公司,,無，無統計相關數據,,,6.13,母公司員工人數                                                                                                                                                                                          
2455,全新,561.3146,平鎮廠、平鎮二廠,ISO 14064,14812.2128,平鎮廠、平鎮二廠,ISO 14064,無，無統計相關數據,,,15373.5274,產品
2457,飛宏,613,合併財務報表之母子公司,,29580,合併財務報表之母子公司,,無，無統計相關數據,,,4.8,營業額
2458,義隆,132.726,義隆電子、義隆香港、義晶、義碩、義傳,AA1000                                                                                                                                                                                                  ,2865.077,義隆電子、義隆香港、義晶、義碩、義傳,AA1000                                                                                                                                                                                                  ,13.018,義隆電子、義隆香港、義晶、義碩、義傳,AA1000                                                                                                                                                                                                  ,0.0036,產品
2459,敦吉,無，無統計相關數據,,,394,母公司及子公司敦吉檢測科技股份有限公司台北商辦大樓,,無，無統計相關數據,,,無，無統計相關數據,
2460,建通,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2461,光群雷,6.12,僅母公司,,1821.75,僅母公司,,無，無統計相關數據,,,1.35,百萬營業額                                                                                                                                                                                              
2462,良得電,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2464,盟立,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2465,麗臺,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2466,冠西電,無，無統計相關數據,,,2916.5,母公司宜蘭廠,,無，無統計相關數據,,,0.0049,營業額
2467,志聖,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2468,華經,0,包含合併財務報表之母子公司,,340,包含合併財務報表之母子公司,,0,包含合併財務報表之母子公司,,無，無統計相關數據,
2471,資通,無，詳年報說明,,,無，詳年報說明,,,244,僅母公司,,無，無統計相關數據,
2472,立隆電,無，無統計相關數據,,                                                                                                                                                                                                        ,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2474,可成,7682.413,僅母公司台南廠區,,63938.736,僅母公司台南廠區,,63.9811,僅母公司台南廠區外包交通運輸之柴油,,0.0125,產品
2476,鉅祥,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2477,美隆電,19.9365,母公司,,521.778,母公司,,無，上下游廠商及運輸公司未有效統計溫室氣體排放量,,,無，無完整範疇三資料統計,
2478,大毅,440.0133,母公司,,27881.6824,母公司,,862.8508,母公司,,0,營業額
2480,敦陽科,5.5,新竹總公司、台北辦事處、花蓮辦事處,,412.5,新竹總公司、台北辦事處,,無，無統計相關數據,,,418,營業額
2481,強茂,1479.68,岡山廠,,25063.26,岡山廠,,394.89,岡山廠,,3.0942,營業額
2482,連宇,無，無統計相關數據,,,655.05,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
2483,百容,無，公司無此範疇之排放,,,1402.5,僅母公司,,無，無統計相關數據,,,無，無統計相關數據,
2484,希華,455.98,母公司,,13509.53,母公司,,無，無統計相關數據,,,4.95,百萬營業額                                                                                                                                                                                              
2485,兆赫,4641.4245,僅母公司,,無，尚未統計,,,無，尚未統計,,,0,營業額
2486,一詮,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2488,漢平,7.38,範疇一是針對直接來自於母公司所擁有或控制的排放源，其包含固定燃燒源、製程排放、交通運輸上之移動燃燒源及逸散性的排放源，排放係數依環保署最新公告溫室氣體排放係數管理表6.0.4版計算。,,374.11,範疇二是指能源間接排放，如外購電力。電力排放係數依經濟部能源局最新公告之最新電力排碳係數計算。(母公司),,無，無統計相關數據,,,0.1535,佰萬營業額                                                                                                                                                                                              
2489,瑞軒,568.75,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司) 2.數據涵蓋直接擁有或控制的排放源所直接排放的溫室氣體",,2023,"1.範疇涵蓋母公司(含總公司/越南廠)及子公司(蘇州樂軒科技有限公司) 2.外購電力產生溫室氣體排放",,無，公司未盤查範疇(三) 上游運輸/通勤商旅/下游運輸等間接溫室氣體排放,,,0.9356,營業額
2491,吉祥全,88.121,母子公司,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
2492,華新科,8836,華新科技及子公司(東莞華科電子有限公司 / 蘇州華科電子有限公司 / 廣州匯僑電子有限公司),ISO 14064,294019,華新科技及子公司(東莞華科電子有限公司 / 蘇州華科電子有限公司 / 廣州匯僑電子有限公司),ISO 14064,24987,華新科技(台灣廠)-ISO14064:2018類別3+類別4,ISO 14064,0.268,產品
